,State,County,Entity,Facility ID,Plant Name,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Primary Energy Source,Secondary Energy Source,Initial Year of Operation,location,latlons,lat,lon
1097,VA,Southampton,Virginia Electric & Power Co,10774,Southampton Power Station,OP,71.1,63.0,63.0,22,BIT,,1992,Southampton+VA,"[-77.10249019999999, 36.6788512]",36.6788512,-77.10249019999999
1098,VA,Mecklenburg,Virginia Electric & Power Co,52007,Mecklenburg Power Station,OP,69.9,69.0,69.0,22,BIT,,1992,Mecklenburg+VA,"[-78.3842227, 36.6421724]",36.6421724,-78.3842227
1099,VA,Mecklenburg,Virginia Electric & Power Co,52007,Mecklenburg Power Station,OP,69.9,69.0,69.0,22,BIT,,1992,Mecklenburg+VA,"[-78.3842227, 36.6421724]",36.6421724,-78.3842227
1100,MN,St Louis,City of Virginia,2018,Virginia,OS,4.0,4.0,4.0,22,SUB,WDS,1992,St Louis+MN,"[-92.3623921, 47.7395106]",47.7395106,-92.3623921
1101,MN,St Louis,City of Virginia,2018,Virginia,OP,7.5,8.0,8.0,22,SUB,WDS,1954,St Louis+MN,"[-92.3623921, 47.7395106]",47.7395106,-92.3623921
1102,MN,St Louis,City of Virginia,2018,Virginia,OP,18.7,17.0,18.7,22,SUB,WDS,1971,St Louis+MN,"[-92.3623921, 47.7395106]",47.7395106,-92.3623921
1103,OK,Choctaw,"Western Farmers Elec Coop, Inc",6772,Hugo,OP,446.0,440.0,440.0,22,SUB,,1982,Choctaw+OK,"[-97.2689212, 35.4975625]",35.4975625,-97.2689212
1104,VA,Covington,MeadWestvaco Corp,50900,Covington Facility,OP,10.5,10.5,10.5,32213,BIT,BIT,1939,Covington+VA,"[-79.99394629999999, 37.7934585]",37.7934585,-79.99394629999999
1105,VA,Covington,MeadWestvaco Corp,50900,Covington Facility,OP,10.5,10.5,10.5,32213,BIT,BIT,1946,Covington+VA,"[-79.99394629999999, 37.7934585]",37.7934585,-79.99394629999999
1106,VA,Covington,MeadWestvaco Corp,50900,Covington Facility,OP,10.5,10.5,10.5,32213,BIT,BIT,1951,Covington+VA,"[-79.99394629999999, 37.7934585]",37.7934585,-79.99394629999999
1107,VA,Covington,MeadWestvaco Corp,50900,Covington Facility,OP,34.0,32.5,32.5,32213,BIT,WDS,1989,Covington+VA,"[-79.99394629999999, 37.7934585]",37.7934585,-79.99394629999999
1108,PA,Schuylkill,Wheelabrator Environmental Systems,50879,Wheelabrator Frackville Energy,OP,48.0,42.5,42.5,22,WC,,1988,Schuylkill+PA,"[-76.17837390000001, 40.6873058]",40.6873058,-76.17837390000001
1109,MN,Kandiyohi,Willmar Municipal Utilities,2022,Willmar,OP,18.0,15.9,15.9,22,SUB,NG,1970,Kandiyohi+MN,"[-94.93138890000002, 45.13194439999999]",45.13194439999999,-94.93138890000002
1110,MI,Marquette,Wisconsin Electric Power Co,1769,Presque Isle,OP,90.0,88.0,88.0,22,BIT,,1974,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
1111,MI,Marquette,Wisconsin Electric Power Co,1769,Presque Isle,OP,90.0,88.0,88.0,22,BIT,,1975,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
1112,MI,Marquette,Wisconsin Electric Power Co,1769,Presque Isle,OP,90.0,77.0,77.0,22,SUB,,1978,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
1113,MI,Marquette,Wisconsin Electric Power Co,1769,Presque Isle,OP,90.0,77.0,77.0,22,SUB,,1978,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
1114,MI,Marquette,Wisconsin Electric Power Co,1769,Presque Isle,OP,90.0,77.0,77.0,22,SUB,,1979,Marquette+MI,"[-87.39559539999999, 46.5475825]",46.5475825,-87.39559539999999
1115,WI,Milwaukee,Wisconsin Electric Power Co,4041,South Oak Creek,OP,275.0,231.7,231.7,22,SUB,,1959,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1116,WI,Milwaukee,Wisconsin Electric Power Co,4041,South Oak Creek,OP,275.0,241.2,241.2,22,SUB,,1961,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1117,WI,Milwaukee,Wisconsin Electric Power Co,4041,South Oak Creek,OP,317.6,281.6,281.6,22,SUB,,1965,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1118,WI,Milwaukee,Wisconsin Electric Power Co,4041,South Oak Creek,OP,324.0,293.9,293.9,22,SUB,,1967,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1119,WI,Milwaukee,Wisconsin Electric Power Co,4042,Valley,OP,136.0,125.1,113.5,22,BIT,,1968,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1120,WI,Milwaukee,Wisconsin Electric Power Co,4042,Valley,OP,136.0,107.4,113.5,22,BIT,,1969,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1121,WI,Kenosha,Wisconsin Electric Power Co,6170,Pleasant Prairie,OP,616.5,604.3,604.3,22,SUB,,1980,Kenosha+WI,"[-87.82118539999999, 42.5847425]",42.5847425,-87.82118539999999
1122,WI,Kenosha,Wisconsin Electric Power Co,6170,Pleasant Prairie,OP,616.5,600.8,600.8,22,SUB,,1985,Kenosha+WI,"[-87.82118539999999, 42.5847425]",42.5847425,-87.82118539999999
1123,WI,Milwaukee,Wisconsin Electric Power Co,7549,Milwaukee County,OP,11.0,5.0,5.0,22,BIT,,1996,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1124,WI,Milwaukee,Wisconsin Electric Power Co,56068,Elm Road Generating Station,OP,701.3,636.0,636.0,22,BIT,NG,2010,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1125,WI,Milwaukee,Wisconsin Electric Power Co,56068,Elm Road Generating Station,OP,615.0,633.8,633.8,22,BIT,NG,2011,Milwaukee+WI,"[-87.9064736, 43.0389025]",43.0389025,-87.9064736
1126,WI,Sheboygan,Wisconsin Power & Light Co,4050,Edgewater,SB,60.0,71.2,71.8,22,SUB,TDF,1951,Sheboygan+WI,"[-87.71453, 43.7508284]",43.7508284,-87.71453
1127,WI,Sheboygan,Wisconsin Power & Light Co,4050,Edgewater,OP,330.0,308.4,308.6,22,SUB,TDF,1969,Sheboygan+WI,"[-87.71453, 43.7508284]",43.7508284,-87.71453
1128,WI,Sheboygan,Wisconsin Power & Light Co,4050,Edgewater,OP,380.0,407.2,408.4,22,SUB,,1985,Sheboygan+WI,"[-87.71453, 43.7508284]",43.7508284,-87.71453
1129,WI,Grant,Wisconsin Power & Light Co,4054,Nelson Dewey,OP,100.0,104.7,104.8,22,SUB,PC,1959,Grant+WI,"[-90.6773046, 42.9397015]",42.9397015,-90.6773046
1130,WI,Grant,Wisconsin Power & Light Co,4054,Nelson Dewey,OP,100.0,103.2,105.8,22,SUB,PC,1962,Grant+WI,"[-90.6773046, 42.9397015]",42.9397015,-90.6773046
1131,WI,Columbia,Wisconsin Power & Light Co,8023,Columbia,OP,512.0,542.0,549.0,22,SUB,,1975,Columbia+WI,"[-90.71972, 44.51639]",44.51639,-90.71972
1132,WI,Columbia,Wisconsin Power & Light Co,8023,Columbia,OP,511.0,557.0,571.0,22,SUB,,1978,Columbia+WI,"[-90.71972, 44.51639]",44.51639,-90.71972
1133,WI,Brown,Wisconsin Public Service Corp,4072,Pulliam,OP,50.0,51.3,51.8,22,SUB,NG,1949,Brown+WI,"[-87.9334803, 44.45616740000001]",44.45616740000001,-87.9334803
1134,WI,Brown,Wisconsin Public Service Corp,4072,Pulliam,OP,69.0,66.0,67.0,22,SUB,NG,1951,Brown+WI,"[-87.9334803, 44.45616740000001]",44.45616740000001,-87.9334803
1135,WI,Brown,Wisconsin Public Service Corp,4072,Pulliam,OP,81.6,81.6,83.1,22,SUB,NG,1958,Brown+WI,"[-87.9334803, 44.45616740000001]",44.45616740000001,-87.9334803
1136,WI,Brown,Wisconsin Public Service Corp,4072,Pulliam,OP,149.6,131.7,132.4,22,SUB,NG,1964,Brown+WI,"[-87.9334803, 44.45616740000001]",44.45616740000001,-87.9334803
1137,WI,Marathon,Wisconsin Public Service Corp,4078,Weston,OP,60.0,56.7,57.6,22,SUB,NG,1954,Marathon+WI,"[-89.8402105, 44.9304719]",44.9304719,-89.8402105
1138,WI,Marathon,Wisconsin Public Service Corp,4078,Weston,OP,81.6,82.4,83.5,22,SUB,NG,1960,Marathon+WI,"[-89.8402105, 44.9304719]",44.9304719,-89.8402105
1139,WI,Marathon,Wisconsin Public Service Corp,4078,Weston,OP,350.5,323.7,326.2,22,SUB,NG,1981,Marathon+WI,"[-89.8402105, 44.9304719]",44.9304719,-89.8402105
1140,WI,Marathon,Wisconsin Public Service Corp,4078,Weston,OP,595.0,549.2,553.7,22,SUB,NG,2008,Marathon+WI,"[-89.8402105, 44.9304719]",44.9304719,-89.8402105
1141,PA,Schuylkill,WPS Power Developement,50611,WPS Westwood Generation LLC,OP,36.0,30.0,30.0,22,WC,,1987,Schuylkill+PA,"[-76.17837390000001, 40.6873058]",40.6873058,-76.17837390000001
1142,MI,Wayne,Wyandotte Municipal Serv Comm,1866,Wyandotte,OP,11.5,10.5,11.5,22,BIT,TDF,1948,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
1143,MI,Wayne,Wyandotte Municipal Serv Comm,1866,Wyandotte,OP,22.0,22.0,24.0,22,BIT,TDF,1958,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
1144,MI,Wayne,Wyandotte Municipal Serv Comm,1866,Wyandotte,OP,7.5,7.5,7.5,22,BIT,TDF,1969,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
1145,MI,Wayne,Wyandotte Municipal Serv Comm,1866,Wyandotte,OP,32.0,32.0,35.0,22,BIT,NG,1986,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
1146,IA,Black Hawk,University of Northern Iowa,50088,University of Northern Iowa,OP,7.5,7.5,7.5,611,BIT,PC,1982,Black Hawk+IA,"[-92.38136209999999, 42.447804]",42.447804,-92.38136209999999
1147,FL,Putnam,Seminole Electric Cooperative Inc,136,Seminole,OP,714.6,647.0,660.0,22,BIT,,1984,Putnam+FL,"[-81.77870209999999, 29.6265157]",29.6265157,-81.77870209999999
1148,FL,Putnam,Seminole Electric Cooperative Inc,136,Seminole,OP,714.6,663.0,666.0,22,BIT,,1985,Putnam+FL,"[-81.77870209999999, 29.6265157]",29.6265157,-81.77870209999999
1149,UT,Carbon,Sunnyside Cogeneration Assoc,50951,Sunnyside Cogen Associates,OP,58.1,51.0,51.0,22,WC,,1993,Carbon+UT,"[-110.6168921, 39.6479807]",39.6479807,-110.6168921
1150,PA,Snyder,Sunbury Generation LP,3152,Sunbury Generation LP,OP,89.1,80.0,80.0,22,BIT,WC,1949,Snyder+PA,"[-77.0564464, 40.750748]",40.750748,-77.0564464
1151,PA,Snyder,Sunbury Generation LP,3152,Sunbury Generation LP,OP,89.1,80.0,80.0,22,BIT,WC,1949,Snyder+PA,"[-77.0564464, 40.750748]",40.750748,-77.0564464
1152,PA,Snyder,Sunbury Generation LP,3152,Sunbury Generation LP,OP,103.5,94.0,94.0,22,BIT,WC,1951,Snyder+PA,"[-77.0564464, 40.750748]",40.750748,-77.0564464
1153,PA,Snyder,Sunbury Generation LP,3152,Sunbury Generation LP,OP,156.2,128.0,134.0,22,BIT,,1953,Snyder+PA,"[-77.0564464, 40.750748]",40.750748,-77.0564464
1154,KY,Lawrence,Kentucky Power Co,1353,Big Sandy,OP,280.5,260.0,260.0,22,BIT,,1963,Lawrence+KY,"[-82.7778579, 38.05267500000001]",38.05267500000001,-82.7778579
1155,KY,Lawrence,Kentucky Power Co,1353,Big Sandy,OP,816.3,800.0,800.0,22,BIT,,1969,Lawrence+KY,"[-82.7778579, 38.05267500000001]",38.05267500000001,-82.7778579
1156,NY,Tompkins,AES Cayuga LLC,2535,AES Cayuga,OP,155.3,149.7,152.8,22,BIT,DFO,1955,Tompkins+NY,"[-76.5488232, 42.4575747]",42.4575747,-76.5488232
1157,NY,Tompkins,AES Cayuga LLC,2535,AES Cayuga,OP,167.2,152.7,156.6,22,BIT,DFO,1955,Tompkins+NY,"[-76.5488232, 42.4575747]",42.4575747,-76.5488232
1158,NY,Niagara,AES Somerset LLC,6082,AES Somerset LLC,OP,655.1,684.8,684.8,22,BIT,PC,1984,Niagara+NY,"[-78.74762079999999, 43.3119496]",43.3119496,-78.74762079999999
1159,NY,Broome,AES Westover LLC,2526,AES Westover,OS,75.0,84.0,84.0,22,BIT,DFO,1951,Broome+NY,"[-75.8533954, 42.1791865]",42.1791865,-75.8533954
1160,AK,Fairbanks North Star,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,OP,2.5,0.5,2.2,928,SUB,,1952,Fairbanks North Star+AK,"[-146.4744155, 64.9526102]",64.9526102,-146.4744155
1161,AK,Fairbanks North Star,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,OP,2.5,0.5,2.2,928,SUB,,1952,Fairbanks North Star+AK,"[-146.4744155, 64.9526102]",64.9526102,-146.4744155
1162,AK,Fairbanks North Star,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,OP,5.0,5.0,5.0,928,SUB,,1955,Fairbanks North Star+AK,"[-146.4744155, 64.9526102]",64.9526102,-146.4744155
1163,AK,Fairbanks North Star,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,OP,5.0,5.0,5.0,928,SUB,,1969,Fairbanks North Star+AK,"[-146.4744155, 64.9526102]",64.9526102,-146.4744155
1164,AK,Fairbanks North Star,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,OP,10.0,9.0,9.5,928,SUB,,1987,Fairbanks North Star+AK,"[-146.4744155, 64.9526102]",64.9526102,-146.4744155
1165,VA,Montgomery,U S Army-Radford,52072,Radford Army Ammunition Plant,OP,6.0,5.6,5.6,325,BIT,DFO,1990,Montgomery+VA,"[-80.4103957, 37.2070304]",37.2070304,-80.4103957
1166,VA,Montgomery,U S Army-Radford,52072,Radford Army Ammunition Plant,OP,6.0,5.6,5.6,325,BIT,DFO,1990,Montgomery+VA,"[-80.4103957, 37.2070304]",37.2070304,-80.4103957
1167,VA,Montgomery,U S Army-Radford,52072,Radford Army Ammunition Plant,OP,6.0,5.6,5.6,325,BIT,DFO,1990,Montgomery+VA,"[-80.4103957, 37.2070304]",37.2070304,-80.4103957
1168,VA,Montgomery,U S Army-Radford,52072,Radford Army Ammunition Plant,OP,6.0,5.6,5.6,325,BIT,DFO,1990,Montgomery+VA,"[-80.4103957, 37.2070304]",37.2070304,-80.4103957
1169,KS,Douglas,Westar Energy Inc,1250,Lawrence Energy Center,OP,49.0,51.0,51.0,22,SUB,NG,1955,Douglas+KS,"[-95.26844369999999, 38.9107835]",38.9107835,-95.26844369999999
1170,KS,Douglas,Westar Energy Inc,1250,Lawrence Energy Center,OP,114.0,109.0,109.0,22,SUB,NG,1960,Douglas+KS,"[-95.26844369999999, 38.9107835]",38.9107835,-95.26844369999999
1171,KS,Douglas,Westar Energy Inc,1250,Lawrence Energy Center,OP,403.0,371.0,371.0,22,SUB,NG,1971,Douglas+KS,"[-95.26844369999999, 38.9107835]",38.9107835,-95.26844369999999
1172,KS,Shawnee,Westar Energy Inc,1252,Tecumseh Energy Center,OP,82.0,73.0,73.0,22,SUB,NG,1957,Shawnee+KS,"[-94.7151865, 39.02284849999999]",39.02284849999999,-94.7151865
1173,KS,Shawnee,Westar Energy Inc,1252,Tecumseh Energy Center,OP,150.0,132.0,132.0,22,SUB,NG,1962,Shawnee+KS,"[-94.7151865, 39.02284849999999]",39.02284849999999,-94.7151865
1174,KS,Pottawatomie,Westar Energy Inc,6068,Jeffrey Energy Center,OP,720.0,724.0,724.0,22,SUB,,1978,Pottawatomie+KS,"[-96.3226072, 39.3976344]",39.3976344,-96.3226072
1175,KS,Pottawatomie,Westar Energy Inc,6068,Jeffrey Energy Center,OP,720.0,725.0,725.0,22,SUB,,1980,Pottawatomie+KS,"[-96.3226072, 39.3976344]",39.3976344,-96.3226072
1176,KS,Pottawatomie,Westar Energy Inc,6068,Jeffrey Energy Center,OP,720.0,716.0,716.0,22,SUB,,1983,Pottawatomie+KS,"[-96.3226072, 39.3976344]",39.3976344,-96.3226072
1177,MD,WASHINGTON,Allegheny Energy Supply Co LLC,1570,FirstEnergy R Paul Smith Power Station,OP,75.0,87.0,88.0,22,BIT,DFO,1958,WASHINGTON+MD,"[-77.719993, 39.641762]",39.641762,-77.719993
1178,MD,WASHINGTON,Allegheny Energy Supply Co LLC,1570,FirstEnergy R Paul Smith Power Station,OP,34.5,28.0,28.0,22,BIT,DFO,1947,WASHINGTON+MD,"[-77.719993, 39.641762]",39.641762,-77.719993
1179,PA,Armstrong,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,OP,163.2,172.0,180.0,22,BIT,DFO,1958,Armstrong+PA,"[-79.4703885, 40.8790518]",40.8790518,-79.4703885
1180,PA,Armstrong,Allegheny Energy Supply Co LLC,3178,FirstEnergy Armstrong Power Station,OP,163.2,172.0,176.0,22,BIT,DFO,1959,Armstrong+PA,"[-79.4703885, 40.8790518]",40.8790518,-79.4703885
1181,PA,Greene,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,OP,576.0,530.0,570.0,22,BIT,DFO,1969,Greene+PA,"[-80.1875065, 39.8113005]",39.8113005,-80.1875065
1182,PA,Greene,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,OP,576.0,530.0,570.0,22,BIT,DFO,1970,Greene+PA,"[-80.1875065, 39.8113005]",39.8113005,-80.1875065
1183,PA,Greene,Allegheny Energy Supply Co LLC,3179,Hatfields Ferry Power Station,OP,576.0,530.0,570.0,22,BIT,DFO,1971,Greene+PA,"[-80.1875065, 39.8113005]",39.8113005,-80.1875065
1184,PA,Washington,Allegheny Energy Supply Co LLC,3181,FirstEnergy Mitchell Power Station,OP,299.2,278.0,288.0,22,BIT,NG,1963,Washington+PA,"[-80.2461714, 40.17396]",40.17396,-80.2461714
1185,WV,Harrison,Allegheny Energy Supply Co LLC,3944,FirstEnergy Harrison Power Station,OP,684.0,652.0,662.0,22,BIT,DFO,1972,Harrison+WV,"[-79.201095, 39.3773539]",39.3773539,-79.201095
1186,WV,Harrison,Allegheny Energy Supply Co LLC,3944,FirstEnergy Harrison Power Station,OP,684.0,651.0,661.0,22,BIT,DFO,1973,Harrison+WV,"[-79.201095, 39.3773539]",39.3773539,-79.201095
1187,WV,Harrison,Allegheny Energy Supply Co LLC,3944,FirstEnergy Harrison Power Station,OP,684.0,651.0,661.0,22,BIT,DFO,1974,Harrison+WV,"[-79.201095, 39.3773539]",39.3773539,-79.201095
1188,WV,Pleasants,Allegheny Energy Supply Co LLC,6004,FirstEnergy Pleasants Power Station,OP,684.0,644.0,650.0,22,BIT,DFO,1979,Pleasants+WV,"[-81.1416691, 39.3761707]",39.3761707,-81.1416691
1189,WV,Pleasants,Allegheny Energy Supply Co LLC,6004,FirstEnergy Pleasants Power Station,OP,684.0,644.0,650.0,22,BIT,DFO,1980,Pleasants+WV,"[-81.1416691, 39.3761707]",39.3761707,-81.1416691
1190,NC,Haywood,Blue Ridge Paper Products Inc,50244,Canton North Carolina,OP,7.5,7.5,7.5,322122,BIT,BLQ,1937,Haywood+NC,"[-79.063889, 35.620278]",35.620278,-79.063889
1191,NC,Haywood,Blue Ridge Paper Products Inc,50244,Canton North Carolina,OP,7.5,7.5,7.5,322122,BIT,BLQ,1941,Haywood+NC,"[-79.063889, 35.620278]",35.620278,-79.063889
1192,NC,Haywood,Blue Ridge Paper Products Inc,50244,Canton North Carolina,OP,7.5,7.5,7.5,322122,BIT,BLQ,1946,Haywood+NC,"[-79.063889, 35.620278]",35.620278,-79.063889
1193,NC,Haywood,Blue Ridge Paper Products Inc,50244,Canton North Carolina,OP,7.5,7.5,7.5,322122,BIT,BLQ,1949,Haywood+NC,"[-79.063889, 35.620278]",35.620278,-79.063889
1194,NC,Haywood,Blue Ridge Paper Products Inc,50244,Canton North Carolina,OP,10.0,10.0,10.0,322122,BIT,BLQ,1952,Haywood+NC,"[-79.063889, 35.620278]",35.620278,-79.063889
1195,NC,Haywood,Blue Ridge Paper Products Inc,50244,Canton North Carolina,OP,12.5,12.5,12.5,322122,BIT,BLQ,1979,Haywood+NC,"[-79.063889, 35.620278]",35.620278,-79.063889
1196,ID,Canyon,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,OP,2.2,2.2,2.2,311,SUB,NG,1948,Canyon+ID,"[-116.6865435, 43.67795810000001]",43.67795810000001,-116.6865435
1197,ID,Canyon,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,SB,0.5,0.5,0.5,311,SUB,NG,1950,Canyon+ID,"[-116.6865435, 43.67795810000001]",43.67795810000001,-116.6865435
1198,ID,Canyon,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,OP,6.0,6.0,6.0,311,SUB,NG,1968,Canyon+ID,"[-116.6865435, 43.67795810000001]",43.67795810000001,-116.6865435
1199,AZ,Pima,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,OP,173.3,156.0,156.0,22,SUB,NG,1967,Pima+AZ,"[-109.8275815, 32.8961755]",32.8961755,-109.8275815
1200,AZ,Apache,Tucson Electric Power Co,8223,Springerville,OP,424.8,387.0,387.0,22,SUB,,1985,Apache+AZ,"[-109.1323499, 31.6906629]",31.6906629,-109.1323499
1201,AZ,Apache,Tucson Electric Power Co,8223,Springerville,OP,424.8,390.0,390.0,22,SUB,,1990,Apache+AZ,"[-109.1323499, 31.6906629]",31.6906629,-109.1323499
1202,AZ,Apache,Tucson Electric Power Co,8223,Springerville,OP,450.0,417.0,417.0,22,SUB,,2006,Apache+AZ,"[-109.1323499, 31.6906629]",31.6906629,-109.1323499
1203,AZ,Apache,Tucson Electric Power Co,8223,Springerville,OP,450.0,415.0,415.0,22,SUB,,2009,Apache+AZ,"[-109.1323499, 31.6906629]",31.6906629,-109.1323499
1204,MI,Menominee,Cellu Tissue Holdings Inc,52017,Menominee Acquisition,OS,1.5,1.5,1.5,322122,BIT,,1962,Menominee+MI,"[-87.6142737, 45.10776269999999]",45.10776269999999,-87.6142737
1205,MI,Menominee,Cellu Tissue Holdings Inc,52017,Menominee Acquisition,OP,2.5,2.5,2.5,322122,BIT,,1950,Menominee+MI,"[-87.6142737, 45.10776269999999]",45.10776269999999,-87.6142737
1206,GA,Chatham,Imperial Savannah LP,50146,Imperial Savannah LP,OP,2.7,2.7,2.7,311,BIT,NG,1948,Chatham+GA,"[-81.1196075, 31.9994194]",31.9994194,-81.1196075
1207,GA,Chatham,Imperial Savannah LP,50146,Imperial Savannah LP,OP,3.0,3.0,3.0,311,BIT,NG,1959,Chatham+GA,"[-81.1196075, 31.9994194]",31.9994194,-81.1196075
1208,GA,Chatham,Imperial Savannah LP,50146,Imperial Savannah LP,OP,1.0,1.0,1.0,311,BIT,NG,1946,Chatham+GA,"[-81.1196075, 31.9994194]",31.9994194,-81.1196075
1209,GA,Chatham,Imperial Savannah LP,50146,Imperial Savannah LP,OP,5.0,4.5,4.5,311,BIT,NG,1985,Chatham+GA,"[-81.1196075, 31.9994194]",31.9994194,-81.1196075
1210,GA,Chatham,International Paper Co,50398,International Paper Savanna Mill,OP,71.2,71.2,71.2,32213,BIT,WDS,1981,Chatham+GA,"[-81.1196075, 31.9994194]",31.9994194,-81.1196075
1211,NM,McKinley,"Tri-State G & T Assn, Inc",87,Escalante,OP,257.0,247.0,247.0,22,SUB,NG,1984,McKinley+NM,"[-108.2377519, 35.71524720000001]",35.71524720000001,-108.2377519
1212,CO,Montrose,"Tri-State G & T Assn, Inc",527,Nucla,OP,11.5,12.0,12.0,22,BIT,,1959,Montrose+CO,"[-107.8761738, 38.4783198]",38.4783198,-107.8761738
1213,CO,Montrose,"Tri-State G & T Assn, Inc",527,Nucla,OP,11.5,12.0,12.0,22,BIT,,1959,Montrose+CO,"[-107.8761738, 38.4783198]",38.4783198,-107.8761738
1214,CO,Montrose,"Tri-State G & T Assn, Inc",527,Nucla,OP,11.5,12.0,12.0,22,BIT,,1959,Montrose+CO,"[-107.8761738, 38.4783198]",38.4783198,-107.8761738
1215,CO,Montrose,"Tri-State G & T Assn, Inc",527,Nucla,OP,79.3,64.0,64.0,22,BIT,,1991,Montrose+CO,"[-107.8761738, 38.4783198]",38.4783198,-107.8761738
1216,CO,Moffat,"Tri-State G & T Assn, Inc",6021,Craig,OP,446.4,428.0,428.0,22,SUB,,1980,Moffat+CO,"[-105.9100156, 37.9988882]",37.9988882,-105.9100156
1217,CO,Moffat,"Tri-State G & T Assn, Inc",6021,Craig,OP,446.4,428.0,428.0,22,SUB,,1979,Moffat+CO,"[-105.9100156, 37.9988882]",37.9988882,-105.9100156
1218,CO,Moffat,"Tri-State G & T Assn, Inc",6021,Craig,OP,534.8,448.0,448.0,22,SUB,,1984,Moffat+CO,"[-105.9100156, 37.9988882]",37.9988882,-105.9100156
1219,MO,Boone,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,OP,6.2,6.0,6.1,611,BIT,NG,1961,Boone+MO,"[-92.38136209999999, 39.0468547]",39.0468547,-92.38136209999999
1220,MO,Boone,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,OP,12.5,12.2,12.3,611,BIT,NG,1974,Boone+MO,"[-92.38136209999999, 39.0468547]",39.0468547,-92.38136209999999
1221,MO,Boone,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,OP,19.8,19.2,19.4,611,BIT,NG,1986,Boone+MO,"[-92.38136209999999, 39.0468547]",39.0468547,-92.38136209999999
1222,MO,Boone,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,OP,14.5,13.3,13.4,611,BIT,NG,1988,Boone+MO,"[-92.38136209999999, 39.0468547]",39.0468547,-92.38136209999999
1223,AL,Mobile,DTE Energy Services,50407,Mobile Energy Services LLC,OP,61.0,56.1,55.6,22,BIT,WDS,1985,Mobile+AL,"[-88.0398912, 30.6953657]",30.6953657,-88.0398912
1224,AL,Mobile,DTE Energy Services,50407,Mobile Energy Services LLC,OS,35.7,33.2,33.6,22,BIT,WDS,1985,Mobile+AL,"[-88.0398912, 30.6953657]",30.6953657,-88.0398912
1225,TX,Harrison,Norit Americas Inc,54972,Norit Americas Marshall Plant,OP,2.0,2.0,2.0,327,LIG,NG,2011,Harrison+TX,"[-94.315422, 32.5539228]",32.5539228,-94.315422
1226,MA,HAMPDEN,Solutia Inc-Indian,10417,Indian Orchard Plant 1,OP,5.7,3.6,3.7,325211,BIT,PUR,1985,HAMPDEN+MA,"[-72.4134167, 42.0639841]",42.0639841,-72.4134167
1227,UT,Uintah,Deseret Generation & Tran Coop,7790,Bonanza,OP,499.5,458.0,458.0,22,BIT,,1986,Uintah+UT,"[-111.9232738, 41.1441104]",41.1441104,-111.9232738
1228,IL,Pike,"Prairie Power, Inc",6238,Pearl Station,OP,22.0,22.2,22.2,22,BIT,,1967,Pike+IL,"[-90.8294002, 39.5662363]",39.5662363,-90.8294002
1229,NE,HALL,City of Grand Island,59,Platte,OP,109.8,100.0,100.0,22,SUB,,1982,HALL+NE,"[-98.5721016, 40.8817333]",40.8817333,-98.5721016
