Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,lat,lon,Date Last Confirmed,Hydrogen Status Link,NG Vehicle Class,E85 Blender Pump,EV Connector Types
CNG,Clean Energy - Berwyn,1050 Swedesford Rd,Berwyn,PA,19312,866-809-4869,40.0592201,-75.4620838,2014-08-06,,HD,,
ELEC,United Illuminating Co - Air Rights Garage,60 York St,New Haven,CT,6511,203-688-3430  203-946-8936,41.3051995,-72.9340164,2014-06-03,,,,J1772
CNG,Clean Energy - Rotterdam,3008 Chrisler Ave,Rotterdam,NY,12303,866-809-4869,42.7832058,-73.92916129999999,2014-04-04,,MD,,
ELEC,GOODWILL SWMI,5609 W Main St,Kalamazoo,MI,49009,888-758-4389,42.2953262,-85.6599731,2014-08-11,,,,NEMA520 J1772
ELEC,NATIONAL GRID,30 Central Ave,Dunkirk,NY,14048,888-758-4389,42.4876835,-79.3358659,2014-08-11,,,,J1772
ELEC,Brown's Sterling Nissan,45155 Towlern Pl,Sterling,VA,20166,703-948-1100,39.010226,-77.437947,2014-04-21,,,,J1772
ELEC,HILTONGARDENINN,1525 Round Swamp Rd,Old Bethpage,NY,11804,888-758-4389,40.7823162,-73.4440056,2014-08-11,,,,J1772
ELEC,Greenfield Energy Park,50 Miles St,Greenfield,MA,1301,413-772-1553,42.5864723,-72.602625,2013-04-30,,,,J1772
LPG,Gas Service Co,110 E 8th St,Park Rapids,MN,56470,218-732-5397  800-929-4147,46.9148446,-95.0581819,2014-03-06,,,,
ELEC,CARCHARGING,420 E 51st St,New York,NY,10022,888-758-4389,40.7539767,-73.9650481,2014-08-11,,,,J1772
ELEC,KCP&L,13441 State Line Rd,Kansas City,MO,64145,888-758-4389,38.8842659,-94.6074371,2014-08-11,,,,NEMA520 J1772
BD,Propel Fuels - Arco,701 E Foothill Blvd,Claremont,CA,91711,909-445-9654,34.1072048,-117.702517,2013-11-30,,,,
ELEC,"Walgreens - Baltimore, MD #6779",9616 Hartford Road,Baltimore,MD,21234,800-663-5633,39.396155,-76.523482,2014-08-11,,,,J1772
LPG,Big Muddy Co-op,301 W 1st Ave,Plentywood,MT,59254,406-765-1171,48.774687,-104.563038,2014-08-05,,,,
HY,Harbor City Mebtahi Chevron,25800 Western Ave,Harbor City,CA,90710,,33.78903,-118.30732,2012-07-25,,,,
ELEC,"Walgreens - Federal Heights, CO #4667",1601 W 84th Ave,Federal Heights,CO,80260,800-663-5633,39.849458,-105.006791,2014-08-11,,,,J1772
ELEC,Town of Brattleboro,77 Flat St,Brattleboro,VT,5301,802-251-8135,42.85132,-72.559932,2014-08-05,,,,J1772
LPG,F & M Cooperative Oil,45316 W Highway 34,Madison,SD,57042,605-256-4516,44.007606,-97.145715,2013-02-28,,,,
ELEC,Hoffman Honda,40 Albany Tpke,West Simsbury,CT,6092,860-658-3566,41.819042,-72.868297,2014-04-04,,,,J1772
ELEC,Northcrest Medical Center,100 NorthCrest Drive,Springfield,TN,37172,888-998-2546,36.477805,-86.887425,2014-08-11,,,,J1772
ELEC,Canteen Vending,4301 N Beltwood Pkwy,Farmers Branch,TX,75244,,32.95058,-96.8371,2012-08-31,,,,J1772
ELEC,NATIONAL GRID,23725 NY Route 342,Watertown,NY,13601,888-758-4389,44.041102,-75.899829,2014-08-11,,,,J1772
E85,Farmers Union Oil Co,108 Highway 16,Orient,SD,57467,605-392-2424,44.897144,-99.088,2013-11-30,,,TRUE,
LPG,Northern Energy,3301 W Broadway St,Missoula,MT,59808,406-721-2300  800-683-0644,46.8964517,-114.0351799,2014-08-05,,,,
ELEC,Glimcher - Lloyd Center - Portland OR,2201 Lloyd Center,Portland,OR,97232,888-998-2546,45.53278346,-122.6544705,2014-08-11,,,,J1772
E85,Boyett Petroleum,401 9th St,Modesto,CA,95354,209-577-6000,37.634022,-120.9944319,2013-10-31,,,FALSE,
E85,ROC One Stop,309 E DeYoung St,Marion,IL,62959,618-993-8899,37.740619,-88.923931,2013-10-31,,,FALSE,
ELEC,ICIS,540 W Colorado St,Glendale,CA,91204,888-758-4389,34.1422525,-118.2661369,2014-08-11,,,,J1772
LPG,Herring Gas Co,693 Industrial Park Rd NE,Brookhaven,MS,39601,601-833-2481,31.6009665,-90.4516985,2014-06-03,,,,
ELEC,Northeast Utilities,56 Prospect St,Hartford,CT,6106,,41.7605918,-72.6733763,2013-09-25,,,,J1772
CNG,Alagasco Gadsden Operations Center,1508 Owens St,Gadsden,AL,35904,,33.988241,-86.028742,2013-12-31,,MD,,
LPG,Vestavia Hills,1280 Montgomery Hwy,Vestavia Hills,AL,35216,,33.43194,-86.7885,2012-05-31,,,,
LPG,Betts Oil & Butane,401 N Sharry Rd,Mission,TX,78573,956-519-0622,26.204608,-98.28725,2013-02-28,,,,
ELEC,South Colorado Springs Nissan,1333 S Academy Blvd,Colorado Springs,CO,80916,719-550-3030,38.8132602,-104.7574286,2014-04-21,,,,J1772
ELEC,Holiday Inn Express,730 Rufus Graham Rd,Knoxville,TN,37924,888-998-2546,36.008159,-83.76964,2014-08-11,,,,J1772
ELEC,Florida Power & Light - Titusville Service Center,917 Tropic St,Titusville,FL,32781,,28.6116502,-80.8140175,2012-06-30,,,,J1772
BD,Naval Station - Everett,Bldg 2121,Everett,WA,98207,,47.992614,-122.222719,2014-08-05,,,,
BD,Chillicothe Veterans Affairs Medical Center,17273 SR 104,Chillicothe,OH,45601,,39.38502,-83.017974,2014-08-05,,,,
E85,Three Rivers FS Co,24544 Iowa 13,Elkader,IA,52043,563-245-2320,42.0436921,-90.611733,,,,FALSE,
E85,Jeff Bobby & Steve's Mobil,3701 Central Rd NE,Columbia Heights,MN,55421,763-788-1113,45.0367452,-93.24679669999999,2014-04-04,,,FALSE,
CNG,New York State Department of Transportation,3059 State Highway 5 S,Fultonville,NY,12016,,42.93861,-74.3497,2014-04-04,,MD,,
ELEC,Penske Mercedes-Benz of West Covina,1829 E Garvey Ave N,West Covina,CA,91791,,34.0731265,-117.9058136,2014-04-04,,,,NEMA520
ELEC,CITY OF SPARTA,126 W Main St,Sparta,WI,54656,888-758-4389,43.9446793,-90.8119583,2014-08-11,,,,J1772
E85,Veterans Administration - Medical Center White River Junction,215 N Main St,White River Junction,VT,5001,,43.65007,-72.322,2014-08-05,,,FALSE,
E85,Federal Correctional Institution - Estill,100 Prison Rd,Estill,SC,29918,,32.719769,-81.25224,2014-08-05,,,FALSE,
ELEC,Texas Nissan of Grapevine,1401 W State Highway 114,Grapevine,TX,76051,817-601-3600,32.9277067,-97.094121,2014-06-03,,,,J1772
ELEC,Fromage,31 Earl St,Clayton,GA,30525,888-998-2546,34.87831,-83.398128,2014-08-11,,,,J1772
CNG,GAIN Clean Fuel,355 Newbold Rd,Fairless Hills,PA,19030,800-426-6273,40.1877225,-74.7918844,2014-08-05,,HD,,
LNG,Clean Energy,Shoreland Dr,Walton,KY,41094,866-809-4869,38.92126,-84.622391,2014-08-05,,HD,,
ELEC,Classic Cars Nissan,1513 Route 38,Hainesport,NJ,8036,609-267-2886,39.98225,-74.808612,2014-04-21,,,,J1772
ELEC,PANYNJ,JFK Access Rd,Jamaica,NY,11430,888-758-4389,40.6458931,-73.7796326,2014-08-11,,,,NEMA520 J1772
ELEC,FIAT Maserati of San Francisco,1595 Van Ness Ave,San Francisco,CA,94109,415-539-1700,37.790117,-122.422732,2013-12-31,,,,J1772
ELEC,Penske Honda of Ontario,1401 Auto Center Dr,Ontario,CA,91761,,34.047219,-117.54419,2014-04-04,,,,NEMA520
ELEC,TI Stafford Facility,1111 W Airport Blvd,Stafford,TX,77477,888-998-2546,29.638558,-95.571746,2014-08-11,,,,J1772
E85,Speedway #7450,898 W Ogden,Downers Grove,IL,60515,630-963-3177,41.80969899999999,-88.00769299999999,2014-03-06,,,FALSE,
LPG,Pecos Propane,385 State Highway 50,Pecos,NM,87552,505-757-3393,35.5724208,-105.6867528,2014-08-05,,,,
BD,FutureFuel Chemical Co,2800 Gap Rd,Batesville,AR,72501,870-698-5389,35.7258236,-91.5182232,2014-04-04,,,,
ELEC,Rustom Nissan of Portland,1212 NE 122nd Ave,Portland,OR,97230,503-251-3349,45.531567,-122.537169,2014-04-21,,,,J1772
BD,Mammoth Cave National Park,1 Maintenance Rd,Mammoth Cave,KY,42259,,37.183053,-86.087258,2013-12-31,,,,
ELEC,MCC EV STATION,1822-1962 Marquette Ave,Muskegon,MI,49442,888-758-4389,43.2467117,-86.1971817,2014-08-11,,,,NEMA520 J1772
ELEC,McDonald's - New Shackle Island Rd - Hendersonville TN,305 New Shackle Island Road,Hendersonville,TN,37075,888-998-2546,36.321132,-86.622811,2014-08-11,,,,J1772
ELEC,Linganore Winery,13601 Glissans Mill Road,Mount Airy,MD,21771,800-663-5633,39.431826,-77.1956491,2014-08-11,,,,J1772
LPG,Bellville Butane Co,9428 FM 1094,Sealy,TX,77474,979-865-2698,29.7434926,-96.085359,2013-02-28,,,,
BD,Brunswick County - North Carolina DOT,NC-1348,Shallotte,NC,28470,,33.982033,-78.389647,2013-06-30,,,,
ELEC,Mitchell International,6220 Greenwich Drive,San Diego,CA,92122,888-998-2546,32.851523,-117.183107,2014-08-11,,,,J1772
ELEC,Walmart #5368,1940 Turner Rd SE,Salem,OR,97302,888-998-2546,44.913278,-122.996181,2014-08-11,,,,J1772
LPG,U-Haul,3936 Salem Ave,Dayton,OH,45406,937-278-0637,39.7993777,-84.2531735,2014-03-06,,,,
LPG,U-Haul,1790 Silverada Blvd,Reno,NV,89512,775-359-9202,39.5449581,-119.7822588,2013-09-30,,,,
ELEC,SARASOTA COUNTY,4950 City Hall Blvd,North Port,FL,34286,888-758-4389,27.0753354,-82.2052373,2014-08-11,,,,J1772
ELEC,Smith Nissan,1219 US Highway 71,Fort Smith,AR,72908,479-648-1900,35.320472,-94.397408,2014-04-21,,,,J1772
BD,Yokayo Biofuels,150 Perry St,Ukiah,CA,95482,877-806-0900,39.1367199,-123.202763,2013-11-30,,,,
LPG,Liberty Propane,32263 Highway 82,Cookson,OK,74427,918-457-5488,35.7071171,-94.91558,2014-08-05,,,,
ELEC,Academy Ford,13401 Baltimore Ave,Laurel,MD,20707,301-419-2700,39.07394,-76.8696329,2013-10-25,,,,J1772
LPG,Holton's LP Gas - AmeriGas,7061 S M-88 Hwy,Bellaire,MI,49615,231-533-9494,44.9244874,-85.1278024,2014-05-02,,,,
E85,Sunoco - Oakmont Service Plaza,2000 Eastern Ave,Verona,PA,15147,412-828-3702,40.521655,-79.8124912,2014-08-05,,,FALSE,
ELEC,Vacaville Police Headquarters,660 Merchant St,Vacaville,CA,95688,,38.3501299,-121.9949806,2013-08-25,,,,
LPG,Coast Gas,24851 US Highway 31,Jemison,AL,35085,205-688-2450,32.9611584,-86.7447222,2013-03-31,,,,
ELEC,The Pike at Long Beach - Rainbow Bridge Parking Center,65 S. Cedar Ave,Long Beach,CA,90802,888-998-2546,33.764985,-118.195081,2014-08-11,,,,J1772
ELEC,Piedmont Park - Atlanta Botanical Garden,1345 Piedmont Rd NE,Atlanta,GA,30309,404-876-5859,33.7891909,-84.372687,2014-08-05,,,,NEMA520
CNG,Apache Chickasha,2500 S 4th St,Chickasha,OK,73018,713-296-7479,35.022972,-97.93662599999999,2014-04-04,,MD,,
CNG,City of Redlands,1270 W Park Ave,Redlands,CA,92373,909-798-7796,34.0594487,-117.2013448,2014-05-02,,HD,,
ELEC,Glen Allen Supercharger - Tesla,9860 Brook Rd,Glen Allen,VA,23059,877-798-3752,37.6675114,-77.4591225,2014-04-21,,,,TESLA
ELEC,SAN JOSE,48-72 N 4th St,San Jose,CA,95112,888-758-4389,37.3384016,-121.8879349,2014-08-11,,,,NEMA520 J1772
E85,Zazz,21616 Harper Ave,St. Clair Shores,MI,48080,586-774-0625,42.45515100000001,-82.91193299999999,2014-05-02,,,FALSE,
ELEC,NextGen Apartments,18250 N 25th Ave,Phoenix,AZ,85023,888-998-2546,33.652811,-112.111939,2014-08-11,,,,J1772
ELEC,PLEASANT HILL,160 Downtown Pleasant HillCrescent Dr,Pleasant Hill,CA,94523,888-758-4389,37.9442019,-122.0615215,2014-08-11,,,,J1772
CNG,DART Northwest Division,2424 Webb Chapel Ext,Dallas,TX,75220,,32.8502677,-96.8771979,2013-12-31,,HD,,
ELEC,City of Rochester - City Hall & Municipal Park,400 6th St,Rochester,MI,48307,313-235-7700,42.683212,-83.1366,2014-04-21,,,,J1772
ELEC,Garland Building Inspection Office,S. 9th Street and West Ave A,Garland,TX,75040,888-998-2546,32.911909,-96.641571,2014-08-11,,,,J1772
E85,Freedom Gas Station,3975 N Dirksen Pkwy,Springfield,IL,62707,217-528-9528,39.8567394,-89.6147261,2013-10-31,,,FALSE,
LPG,U-Haul,7422 Garden Grove Blvd,Westminster,CA,92683,714-898-0535,33.77315240000001,-118.0020037,2014-05-02,,,,
ELEC,Belle Cooledge Library,5600 S Land Park Dr,Sacramento,CA,95822,916-264-2700,38.524403,-121.5112,2013-05-31,,,,J1772
ELEC,DUKE ENERGY,200-398 W 1st St,Charlotte,NC,28202,888-758-4389,35.2266464,-80.8506012,2014-08-11,,,,J1772
LPG,Norwalk Unocal,10951 E Imperial Hwy,Norwalk,CA,90650,562-868-8659,33.9174057,-118.0997913,2013-02-28,,,,
ELEC,McDonald's #16318 - Bailey Rd - Bay Point CA,220 Bailey Road,Bay Point,CA,94565,888-998-2546,38.021149,-121.942255,2014-08-11,,,,J1772
E85,Meijer Gas #246,7685 Kings Crossing,Canal Winchester,OH,43110,614-920-7229,39.846148,-82.778979,2014-03-06,,,FALSE,
LPG,Absolute Rentals,1325 W Main St,Lebanon,TN,37087,615-443-7368,36.215844,-86.324406,2014-08-05,,,,
ELEC,HUNTINGTONBEACH,7777 Edinger Ave,Huntington Beach,CA,92647,888-758-4389,33.7329135,-117.9942343,2014-08-11,,,,J1772
ELEC,EOP@BOSTON,1 Post Office Square,Boston,MA,2110,888-758-4389,42.3568993,-71.0554886,2014-08-11,,,,J1772
ELEC,Courtesy Charge,742 Seward St,Los Angeles,CA,90038,,34.08471298,-118.3331,2012-12-31,,,,NEMA520
ELEC,BMW CHATTANOOGA,6806 E Brainerd Rd,Chattanooga,TN,37421,888-758-4389,35.0150041,-85.1823168,2014-08-11,,,,J1772
CNG,Ryder Systems Inc,10641 Almond Ave,Fontana,CA,92337,281-647-8900,34.060593,-117.49208,2014-06-03,,HD,,
BD,Quality Petroleum of Alabama - Pacific Pride,1098 Bethel Ave,Tarrant,AL,35217,205-988-4600,33.586127,-86.768052,2013-09-30,,,,
ELEC,Jerry Rome Nissan,500 Riverdale St,West Springfield,MA,1089,413-746-2266,42.1199461,-72.6254658,2014-04-21,,,,J1772
ELEC,NATIONAL GRID,144 South St,Glens Falls,NY,12801,888-758-4389,43.3043711,-73.6500723,2014-08-11,,,,J1772
ELEC,City Municipal Service Center,7969 San Paulo Drive,El Paso,TX,79907,888-998-2546,31.742873,-106.34258,2014-08-11,,,,J1772
ELEC,Ace Parking - Omni Hotel,675 L Street,San Diego,CA,92101,888-998-2546,32.707115,-117.158705,2014-08-11,,,,J1772
LPG,U-Haul,2720 FM 1960 E,Houston,TX,77073,281-821-1875,30.0214537,-95.3862156,2013-12-31,,,,
CNG,Grass Plus Landscaping,5554 E 2200 N,Eden,UT,84310,,41.299019,-111.8137,2013-12-31,,LD,,
E85,Thorntons #108,7425 E Washington St,Indianapolis,IN,46219,317-359-2987,39.77155,-86.03635899999999,2014-07-02,,,TRUE,
ELEC,Walgreens Store #7480,1701 AUBURN WAY S,AUBURN,WA,98002,888-998-2546,47.293216,-122.212814,2014-08-11,,,,CHADEMO J1772
ELEC,Nissan of Opelousas,5731 I-49 S Service Rd,Opelousas,LA,70570,337-942-2277,30.512581,-92.070331,2014-04-21,,,,J1772
E85,Federal Bureau of Investigation Academy,US Marine Corps Base,Quantico,VA,22135,,38.53225,-77.4469,2014-08-05,,,FALSE,
LPG,Shell,103 S Highway 45,Wilmer,TX,75172,972-441-3747,32.711103,-96.671506,2013-02-28,,,,
LPG,U-Haul,7721 Hollywood Way,Burbank,CA,91505,818-768-4100,34.2113247,-118.3490511,2014-05-02,,,,
ELEC,IKEA - Costa Mesa,1475 S. Coast Drive,Costa Mesa,CA,92626,888-998-2546,33.689958,-117.915916,2014-08-11,,,,J1772
LPG,AmeriGas,1584 Neva Rd,Antigo,WI,54409,715-623-4141,45.1541526,-89.1481599,2013-02-28,,,,
LPG,Empiregas,201 Midland Dr,Mount Sterling,KY,40353,859-498-5415,38.0747917,-83.9187292,2014-07-02,,,,
ELEC,Charlie Clark Nissan,3500 W Expressway 83,Harlingen,TX,78552,956-423-6975,26.186048,-97.734442,2014-05-02,,,,J1772
E85,Two Bays Mobil,2480 Route 44,Pleasant Valley,NY,12578,845-677-2216,41.781388,-73.7597399,2014-04-04,,,FALSE,
CNG,City of Hollywood,1600 S Park Rd,Hollywood,FL,33021,,25.996703,-80.177819,2014-08-05,,HD,,
ELEC,Central Nissan,2907 E Parker Rd,Jonesboro,AR,72404,870-268-5454,35.805509,-90.6709214,2014-04-21,,,,J1772
E85,Speedway #8052,8101 E 21st St,Indianapolis,IN,46219,317-897-0519,39.796177,-86.024759,2014-03-06,,,FALSE,
ELEC,Salem Nissan,2908 Market St NE,Salem,OR,97301,503-581-3849,44.949467,-122.999595,2014-04-21,,,,J1772
ELEC,Lithia Nissan of Eugene,2060 Martin Luther King,Eugene,OR,97401,541-686-2211,44.0592136,-123.0811507,2014-04-21,,,,J1772
LPG,U-Haul,2929 Washington Blvd,Baltimore,MD,21230,410-644-6226,39.260905,-76.657661,2013-10-31,,,,
ELEC,SAVANNAH 1,601-699 Drayton St,Savannah,GA,31401,888-758-4389,32.0679602,-81.0948792,2014-08-11,,,,NEMA520 J1772
ELEC,Lokey Nissan,27758 US Highway 19 N,Clearwater,FL,33761,727-789-8100,28.024503,-82.738817,2014-05-02,,,,J1772
ELEC,350GREEN,1500 N Larkin,Joliet,IL,60435,888-758-4389,41.5496173,-88.1256753,2014-08-11,,,,J1772
ELEC,Tempe Public Library,3500 S. Rural Road,Tempe,AZ,85282,888-998-2546,33.390889,-111.927574,2014-08-11,,,,J1772
ELEC,Rio Salado - Tempe,2323 W 14th Street,Tempe,AZ,85281,888-998-2546,33.413908,-111.974266,2014-08-11,,,,J1772
LPG,Ferrellgas,7801 31st St W,Rock Island,IL,61201,309-787-1115,41.443053,-90.60959,2013-02-28,,,,
BD,Richmond County - North Carolina DOT,SR-1005,Rockingham,NC,28379,,34.964078,-79.796431,2013-06-30,,,,
E85,Yellowstone National Park - Mammoth Hot Springs,Park Headquarters,Yellowstone National Park,WY,82190,,44.955533,-110.701849,2013-12-31,,,FALSE,
CNG,Trillium CNG - Proctor & Gamble,1807 US-6,Meshoppen,PA,18630,,41.574436,-76.039194,2014-08-05,,MD,,
LPG,Huntington Fox Fire KOA,290 Fox Fire Rd,Milton,WV,25541,304-743-5622,38.43289499999999,-82.168477,2014-04-04,,,,
ELEC,Shell Station & Tumwater Deli Mart,6131 Capitol Blvd SE,Olympia,WA,98501,888-833-2148,46.993711,-122.908094,2013-01-31,,,,J1772
ELEC,Nissan of Bourne,60 MacArthur Blvd,Bourne,MA,2532,508-759-4400,41.7388027,-70.5858939,2014-04-21,,,,J1772
E85,Thorntons #151,7920 Bardstown Rd,Louisville,KY,40291,502-231-6319,38.131556,-85.579161,2014-07-02,,,FALSE,
ELEC,ATLANTA FALCONS,3223 Howell Mill Road Northwest,Atlanta,GA,30327,888-758-4389,33.8440561,-84.427773,2014-08-11,,,,J1772
ELEC,MGM RESORTS INT,3900 S Las Vegas Blvd,Las Vegas,NV,89119,888-758-4389,36.095563,-115.175836,2014-08-11,,,,J1772
LPG,Coombs Gas Co,109 S Guyton Blvd,Blue Mountain,MS,38610,662-685-4355,34.6702334,-89.0267015,2014-06-03,,,,
ELEC,"Walgreens - Alexandria, VA #10233",7629 Richmond Highway,Alexandria,VA,22306,800-663-5633,38.750221,-77.082531,2014-08-11,,,,J1772
ELEC,Mike Smith Nissan,1515 Interstate 10 S,Beaumont,TX,77701,409-833-7100,30.062673,-94.13326,2014-04-21,,,,J1772
ELEC,San Marcos Premium Outlets - Tesla,3939 Interstate 35,San Marcos,TX,78666,877-798-3752,29.8298106,-97.9797372,2014-04-21,,,,TESLA
ELEC,Legend Nissan,268 Jericho Tpke,Syosset,NY,11791,516-496-8181,40.8101658,-73.5075305,2014-04-21,,,,J1772
ELEC,Knox-Chili's,3230 Knox St,Dallas,TX,75205,888-998-2546,32.823932,-96.789875,2014-08-11,,,,J1772
ELEC,John L Sullivan Chevrolet,350 Automall Dr,Roseville,CA,95661,916-782-1243,38.7490389,-121.2545895,2014-03-06,,,,
E85,Lakeland Co-op - Cenex,302 Knapp St,Chetek,WI,54728,715-924-4835,45.3144478,-91.652655,2013-10-31,,,FALSE,
E85,Belview Cenex,110 N Main St,Belview,MN,56214,507-938-3069,44.605247,-95.329839,2014-03-06,,,FALSE,
LPG,AmeriGas,4158 Division St,Hillside,IL,60162,708-544-1131,41.866229,-87.887103,2013-02-28,,,,
LPG,Conley Company,4000 W Temple,Salt Lake City,UT,84107,801-266-6452,40.685065,-111.894973,2013-11-30,,,,
LPG,East Central Iowa Co-op,1467 W Airline Hwy,Waterloo,IA,50703,319-235-6281  800-400-3247,42.5413,-92.366548,2014-04-04,,,,
CNG,Clean Energy - Will Rogers World Airport,4424 Amelia Earhart Dr,Oklahoma City,OK,73159,303-322-4600 866-809-4869,35.406035,-97.600483,2014-08-05,,MD,,
BD,Georgia Power,224 Holmes Rd,Rome,GA,30161,,34.2494716,-85.1600606,2013-09-30,,,,
ELEC,Pugmire Ford - Service Center,1 Ford Way,Carrollton,GA,30116,,33.597548,-85.036998,2013-08-25,,,,J1772
ELEC,Bob Bell Nissan,7900 Eastern Ave,Baltimore,MD,21224,410-288-2500,39.2961836,-76.5092966,2014-04-21,,,,J1772
E85,Towncenter W Express,12301 Middlebrook Rd,Germantown,MD,20874,301-972-5122,39.1758809,-77.254504,2013-10-31,,,FALSE,
E85,Corner Pantry #139,3117 Beltline Blvd,Columbia,SC,29205,803-748-7612,34.0304901,-80.9975019,2014-05-02,,,FALSE,
LPG,Blue Star Gas - Medford,6096 Crater Lake Ave,Central Point,OR,97502,541-826-8683,42.404792,-122.855072,2014-07-03,,,,
ELEC,Woodbury Nissan,439 Mantua Ave,Woodbury,NJ,8096,856-853-0150,39.832447,-74.157725,2014-04-21,,,,J1772
BD,Montgomery County - North Carolina DOT,Glen Rd,Troy,NC,27371,,35.381169,-79.874719,2013-06-30,,,,
E85,Pacific Pride - Ira Phillips Inc,2601 Forrest Ave,Gadsden,AL,35904,256-547-0591,34.019085,-86.04403,2013-09-30,,,FALSE,
ELEC,CENTRAL FL ZOO,3755 NW Hwy 17-92,Sanford,FL,32771,888-758-4389,28.825731,-81.315544,2014-08-11,,,,NEMA520 J1772
ELEC,GANLEY BMW,6976 Pearl Rd,Middleburg Heights,OH,44130,888-758-4389,41.3768817,-81.7952962,2014-08-11,,,,J1772
ELEC,LEXCHARGE01,406 E 7th St,Lexington,NE,68850,888-758-4389,40.779424,-99.7370599,2014-08-11,,,,NEMA520 J1772
ELEC,PLAZA BMW,11858 Olive Blvd,Creve Coeur,MO,63141,888-758-4389,38.6706143,-90.4453044,2014-08-11,,,,J1772
ELEC,Ben Mynatt Nissan,629 Jake Alexander Blvd S,Salisbury,NC,28147,704-633-7270,35.64406,-80.488336,2014-05-02,,,,J1772
E85,Malmstrom Air Force Base,6710 Trainer Dr,Malmstrom AFB,MT,59402,,47.5190109,-111.1857232,2014-08-05,,,FALSE,
E85,K&W Sunoco - Dogwood Crossing,4400 Coonpath Rd NW,Carroll,OH,43112,740-756-7581,39.772788,-82.684057,2014-03-06,,,FALSE,
BD,City of Phoenix - Fire Station #21,1212 S 27th Ave,Phoenix,AZ,85009,,33.436214,-112.117672,2013-10-31,,,,
LPG,Alliance AutoGas,13660 Station Rd,Columbia Station,OH,44028,216-453-0247,41.3156161,-81.9458654,2014-03-06,,,,
BD,VA Medical Center Augusta - Uptown,1 Freedom Way,Augusta,GA,30904,,33.466455,-82.028121,2014-08-05,,,,
E85,Pit Stop Travel Center,819 S Federal Blvd,Riverton,WY,82501,307-857-7583,43.0168551,-108.3805067,2014-04-04,,,FALSE,
E85,Super Pantry #55,26950 W Eames St,Channahon,IL,60410,815-467-7750,41.419319,-88.250489,2013-04-30,,,FALSE,
ELEC,Tom Hesser Nissan,25 Lackawanna Ave,Scranton,PA,18503,570-558-2000,41.4104773,-75.6708945,2014-04-21,,,,J1772
ELEC,Fairfield City Hall,1000 Webster St,Fairfield,CA,94533,707-428-7414,38.2514613,-122.0433643,2013-12-31,,,,J1772
ELEC,Suburban Nissan of Troy,1800 Maplelawn Dr,Troy,MI,48084,248-649-2300,42.553489,-83.175205,2014-04-21,,,,J1772
LPG,Marine Corps Logistics Base - Nebo Annex,H St,Barstow,CA,92311,,34.862189,-117.048075,2013-12-31,,,,
LPG,Taylor's True Value Farm Store,714 Roosevelt Hwy,Shelby,MT,59474,406-434-5547,48.509598,-111.864547,2014-08-05,,,,
LPG,U-Haul,1227 W Main St,Kent,OH,44240,330-673-5585,41.152247,-81.387526,2014-03-06,,,,
BD,Minot Air Force Base,130 Bomber Blvd,Minot AFB,ND,58704,,48.4099821,-101.3233245,2014-08-05,,,,
ELEC,The Factory At Franklin,230 Franklin Rd,Franklin,TN,37064,888-998-2546,35.932445,-86.858827,2014-08-11,,,,J1772
LPG,Blossman Gas Inc,8905 Highway 5,Douglasville,GA,30134,770-949-9815,33.73936,-84.7752749,2013-02-28,,,,
BD,Yellowstone National Park - Norris Junction,,Yellowstone National Park,WY,82190,,44.729574,-110.693364,2013-12-31,,,,
E85,Johnson Space Center,2101 NASA Pkwy,Houston,TX,77058,,29.567354,-95.101315,2014-08-05,,,FALSE,
E85,Speedway #1804,3070 Morse Rd,Columbus,OH,43231,614-473-3930,40.0588655,-82.9382279,2014-03-06,,,FALSE,
ELEC,Powin Corp Parking Lot,20550 SW 115th Ave,Tualatin,OR,97062,503-740-4033,45.371581,-122.795512,2014-05-02,,,,NEMA520 J1772
E85,BP,3238 Owen Rd,Fenton,MI,48430,810-629-6091,42.7902739,-83.736334,2014-05-02,,,FALSE,
ELEC,101 S. HANLEY,101 S Hanley Rd,Clayton,MO,63105,888-758-4389,38.6482225,-90.3348115,2014-08-11,,,,J1772
HY,Next Energy,461 Burroughs,Detroit,MI,48202,,42.364119,-83.072283,2008-05-29,,,,
ELEC,BAYSHORE TECH,1600 Bridge Pkwy,Redwood City,CA,94065,888-758-4389,37.5368819,-122.2581138,2014-08-11,,,,J1772
ELEC,DDOT,1001-1099 2nd Pl SE,Washington,DC,20003,888-758-4389,38.8775348,-77.00297119999999,2014-08-11,,,,J1772
ELEC,Quality Nissan - Temecula,41895 Motor Car Pkwy,Temecula,CA,92591,951-676-6601,33.5165025,-117.1554931,2014-04-21,,,,J1772
CNG,Clean Energy - City of Elk Grove,9050 Elkmont Way,Elk Grove,CA,95624,866-809-4869,38.38145065,-121.364357,2014-05-02,,HD,,
ELEC,BRANDEIS,367-399 South St,Waltham,MA,2453,888-758-4389,42.3646711,-71.256514,2014-08-11,,,,J1772
LPG,U-Haul,4001 E Colonial Dr,Orlando,FL,32803,407-894-6011,28.5534835,-81.3355834,2014-08-05,,,,
E85,TDOT District 21 - Region 2,4005 Cromwell Rd,Chattanooga,TN,37422,,35.06411,-85.207926,2013-12-31,,,FALSE,
LPG,Ferrellgas,4415 NE 14th St,Des Moines,IA,50313,515-834-2534,41.641476,-93.59912399999999,2014-04-04,,,,
LPG,Wells Propane Inc,338 Easy St,Wells,NV,89835,775-752-3421,41.10549,-114.974,2013-02-28,,,,
