,PLANT_NAME,ONLINE_MW,FACILITY,PRIMARY_FUEL,TECHNOLOGY,STATUS,location,lat,lon
771,ROARING CREEK,2.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MONTGOMERY CREEK+CA,40.8415447,-121.9236074
772,BURNEY CREEK,3.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BURNEY+CA,40.8823811,-121.6608205
773,BURNEY FOREST,20.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,BURNEY+CA,40.8823811,-121.6608205
774,BURNEY FOREST POWER,31.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,BURNEY+CA,40.8823811,-121.6608205
775,BURNEY MOUNTAIN POWER,11.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,BURNEY+CA,40.8823811,-121.6608205
776,BLUE LAKE,11.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,BLUE LAKE+CA,40.8829072,-123.9839488
777,CSU HUMBOLDT 1&2,1.08,OIL/GAS,NATURAL GAS,,OPERATIONAL,ARCATA+CA,40.8665166,-124.0828396
778,HATCHET CREEK,7.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MONTGOMERY CREEK+CA,40.8415447,-121.9236074
779,COVE,5.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MONTGOMERY CREEK+CA,40.8415447,-121.9236074
780,MONTGOMERY CREEK,2.6,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MONTGOMERY CREEK+CA,40.8415447,-121.9236074
781,BIDWELL DITCH,2.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HAT CREEK+CA,40.9896059,-121.5785957
782,WATER WHEEL RANCH,1.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MONTGOMERY CREEK+CA,40.8415447,-121.9236074
783,LOST CREEK 1,1.1,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CASSEL+CA,40.9170121,-121.5571089
784,LOST CREEK 2,1.25,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HAT CREEK+CA,40.9896059,-121.5785957
785,MEGA HYDRO #1,1.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,OAK RUN+CA,40.6851543,-122.0247203
786,BIG CREEK WATER  WORKS,5.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,HYAMPOM+CA,40.624722,-123.456944
787,PONDEROSA BAILEY CREEK,1.1,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MANTON+CA,40.4351568,-121.8699903
788,SCOTIA,32.5,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,SCOTIA+CA,40.4823572,-124.1008808
789,ANDERSON-SPI,5.5,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,ANDERSON+CA,40.448208,-122.2977815
790,BAILEY CREEK RANCH,1.73,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MANTON+CA,40.4351568,-121.8699903
791,MILL & SULPHUR CREEK,1.0,HYDROELECTRIC,WATER,,OPERATIONAL,DINSMORE+CA,40.490692,-123.607056
792,SHASTA RENEWABLE,6.8,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,ANDERSON+CA,40.448208,-122.2977815
793,DIGGER CREEK RANCH,0.6,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MANTON+CA,40.4351568,-121.8699903
794,LASSEN ENERGY,38.8,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,ANDERSON+CA,40.448208,-122.2977815
795,WHEELABRATOR SHASTA,50.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,ANDERSON+CA,40.448208,-122.2977815
796,HONEY LAKE,32.0,WTE,WOODWASTE,STEAM TURBINE,OPERATIONAL,WENDEL+CA,40.3482346,-120.2335461
797,WINEAGLE,1.25,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,WENDEL+CA,40.3482346,-120.2335461
798,AMEDEE GEOTHERMAL VENTURE I,2.6,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,ELK GROVE+CA,38.4087993,-121.3716178
799,COLLINS PINE CO.,12.0,WTE,WOODWASTE,STEAM TURBINE,OPERATIONAL,CHESTER+CA,40.3062736,-121.2319098
800,MT. LASSEN POWER,115.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,WESTWOOD+CA,34.0635016,-118.4455164
801,SPI - QUINCY,27.5,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,QUINCY+CA,39.9368363,-120.9471764
802,FORKS OF BUTTE,14.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MAGALIA+CA,39.8121058,-121.5783059
803,SPI - LOYALTON,20.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,LOYALTON+CA,39.67629360000001,-120.2410385
804,HAYPRESS,10.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SIERRA CITY+CA,39.5664883,-120.6340689
805,OROVILLE COGEN,8.4,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,OROVILLE+CA,39.5137752,-121.556359
806,MCFADDEN FARM,0.35,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,POTTER VALLEY+CA,39.3221089,-123.113059
807,YUBA CITY WWTP,0.14,OIL/GAS,NATURAL GAS,,OPERATIONAL,YUBA CITY+CA,39.1404477,-121.6169108
808,YUBA CITY COGEN,49.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,YUBA CITY+CA,39.1404477,-121.6169108
809,GREENLEAF UNIT TWO,50.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,YUBA CITY+CA,39.1404477,-121.6169108
810,WADHAM,29.07,WTE,AG WASTE,"DIRECT COMBUSTION, RICE BY PRODUCTS",OPERATIONAL,WILLIAMS+CA,39.1546137,-122.1494187
811,INDIAN VALLEY,3.01,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CLEAR LAKE OAKS+CA,39.0262841,-122.6719304
812,GREENLEAF UNIT ONE,47.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,YUBA CITY+CA,39.1404477,-121.6169108
813,CLEAR LAKE,2.5,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,CLEAR LAKE+CA,39.05819049999999,-122.831015
814,SPI- LINCOLN,19.2,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,LINCOLN+CA,38.891565,-121.2930079
815,RIO BRAVO ROCKLIN,35.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,LINCOLN+CA,38.891565,-121.2930079
816,AIDLIN,20.0,GEOTHERMAL,GEOTHERMAL,DRY STEAM,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
817,EAGLE ROCK 11,110.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
818,LAKEVIEW 17,120.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
819,RIDGE LINE 7 & 8,110.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
820,MCCABE  5 & 6,110.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
821,COBB CREEK,110.0,GEOTHERMAL,DRY STEAM,DRY STEAM,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
822,SONOMA 3,72.0,GEOTHERMAL,DRY STEAM,,OPERATIONAL,MIDDLETOWN+CA,38.7524045,-122.6149853
823,CALISTOGA 19,97.0,GEOTHERMAL,DRY STEAM,,OPERATIONAL,MIDDLETOWN+CA,38.7524045,-122.6149853
824,WEST FORD FLAT 4,28.8,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,MIDDLETOWN+CA,38.7524045,-122.6149853
825,SULPHUR SPRINGS 14,117.5,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
826,GRANT 20,120.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
827,BIG GEYSER 13 & 16,95.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
828,SOCRATES 18,120.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
829,QUICK SILVER 16,120.0,GEOTHERMAL,DRY STEAM,STEAM TURBINE,OPERATIONAL,CLOVERDALE+CA,38.8054624,-123.0172227
830,BEAR CANYON 2,22.0,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,MIDDLETOWN+CA,38.7524045,-122.6149853
831,WOODLAND,28.0,WTE,AG & WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,WOODLAND+CA,38.67851570000001,-121.7732971
832,MM YOLO POWER LLC FACILITY,3.66,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,DAVIS+CA,38.5449065,-121.7405167
833,UC DAVIS MEDICAL CENTER,30.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SACRAMENTO+CA,38.5815719,-121.4943996
834,MULE CREEK STATE  PRISON,3.0,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,IONE+CA,38.3526912,-120.9327177
835,BUENA VISTA,38.0,WTE,AG WASTE,STEAM TURBINE,OPERATIONAL,IONE+CA,38.3526912,-120.9327177
836,CITY OF VACAVILLE - COMMUNITY CENTER,0.45,OIL/GAS,NATURAL GAS,,OPERATIONAL,VACAVILLE+CA,38.3565773,-121.9877444
837,SPI- SONORA,7.5,WTE,WOODWASTE,STEAM TURBINE,OPERATIONAL,SONORA+CA,37.9829496,-120.3821724
838,STOCKTON WWTP,1.35,OIL/GAS,NATURAL GAS,,OPERATIONAL,STOCKTON+CA,37.9577016,-121.2907796
839,STOCKTON COGEN 1,48.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,STOCKTON+CA,37.9577016,-121.2907796
840,CORN PRODUCTS,2.8,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,STOCKTON+CA,37.9577016,-121.2907796
841,PACIFIC ULTRAPOWER CHINESE  STATION,19.8,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,JAMESTOWN+CA,37.9532584,-120.4226952
842,TRACY BIOMASS,23.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
843,MAMMOTH-PACIFIC II,15.0,GEOTHERMAL,HYDROTHERMAL,BINARY CYCLE,OPERATIONAL,MAMMOTH LAKES+CA,37.648546,-118.972079
844,PLES1,15.0,GEOTHERMAL,HYDROTHERMAL,BINARY CYCLE,OPERATIONAL,MAMMOTH LAKES+CA,37.648546,-118.972079
845,MAMMOTH-PACIFIC I,10.0,GEOTHERMAL,HYDROTHERMAL,BINARY CYCLE,OPERATIONAL,MAMMOTH LAKES+CA,37.648546,-118.972079
846,HI HEAD HYDRO - PIUTE CREEK,0.35,HYDROELECTRIC,HYDRO,RUN-OF-RIVER,OPERATIONAL,BISHOP+CA,37.3614238,-118.3996636
847,MERCED ID - PARKER,2.69,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MERCED+CA,37.3021632,-120.4829677
848,DEEP SPRINGS COLLEGE,0.1,HYDROELECTRIC,HYDRO,RUN-OF-RIVER,OPERATIONAL,BIG PINE+CA,37.1649307,-118.289546
849,DESERT POWER CO.,0.95,HYDROELECTRIC,HYDRO,RUN-OF-RIVER,OPERATIONAL,BISHOP+CA,37.3614238,-118.3996636
850,FAIRFIELD,0.9,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MERCED+CA,37.3021632,-120.4829677
851,SAN JOAQUIN POWER CO.,10.75,OIL/GAS,NATURAL GAS,,OPERATIONAL,WINTON+CA,37.389383,-120.6132516
852,EL NIDO,12.5,WTE,AG & WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,EL NIDO+CA,37.1349185,-120.4921777
853,MADERA CANAL 1923,0.93,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
854,MADERA CANAL 1302,0.42,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
855,CHOWCHILLA BIOMASS II,10.5,WTE,AG & WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,CHOWCHILLA+CA,37.1229997,-120.2601754
856,CHOWCHILLA BIOMASS,12.5,WTE,AG & WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,CHOWCHILLA+CA,37.1229997,-120.2601754
857,MADERA CANAL 1174,0.56,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
858,MADERA CANAL 980,3.71,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
859,DINOSAUR POINT WIND FARM,17.4,WIND,WIND,WIND TURBINE,OPERATIONAL,LOS BANOS+CA,37.0582786,-120.8499151
860,FRIANT,25.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,TERRA BELLA+CA,35.9624529,-119.0442687
861,ORANGE COVE ID,0.51,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
862,HEUBLEIN WINES,0.33,OIL/GAS,NATURAL GAS,,OPERATIONAL,MADERA+CA,36.9613356,-120.0607176
863,KINGS RIVER HYDRO CO.,1.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
864,MENDOTA BIOMASS,25.0,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,MENDOTA+CA,36.7535611,-120.3815574
865,SANGER POWER & FEED,39.8,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANGER+CA,36.708006,-119.5559652
866,RIO BRAVO FRESNO,24.4,WTE,WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,FRESNO+CA,36.7468422,-119.7725868
867,FRESNO COGEN,58.25,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,SAN JOAQUIN+CA,36.6066162,-120.1890447
868,DINUBA ENERGY INC.,11.5,WTE,NATURAL GAS,STEAM TURBINE,OPERATIONAL,REEDLEY+CA,36.5963395,-119.4504029
869,PE - KES KINGSBURG  LLC,34.5,OIL/GAS,NATURAL GAS,,OPERATIONAL,KINGSBURG+CA,36.5138398,-119.5540175
870,ROY SHARP JR.,0.1,OIL/GAS,NATURAL GAS,,OPERATIONAL,CARUTHERS+CA,36.5427271,-119.8331965
871,HANFORD,24.0,COAL,PETROLEUM COKE,STEAM TURBINE,OPERATIONAL,HANFORD+CA,36.3274502,-119.6456844
872,COALINGA COGEN.,7.0,OIL/GAS,NATURAL GAS,"GAS TURBINE/HEAT RECOVERY, STEAM",OPERATIONAL,COALINGA+CA,36.139678,-120.3601496
873,COALINGA COGEN CO.,38.4,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,COALINGA+CA,36.139678,-120.3601496
874,COALINGA,20.7,OIL/GAS,NATURAL GAS,"GAS TURBINE/HEAT RECOVERY, STEAM",OPERATIONAL,COALINGA+CA,36.139678,-120.3601496
875,COSO FINANCE PART. UNIT 1-3,102.43,GEOTHERMAL,HYDROTHERMAL,DOUBLE FLASH CYCLE,OPERATIONAL,LITTLE LAKE+CA,35.9366136,-117.9067408
876,COSO ENERGY DEVELOP. UNIT 4-6,99.99,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,LITTLE LAKE+CA,35.9366136,-117.9067408
877,COSO ENERGY DEVELOP. UNIT 7-9,99.99,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,LITTLE LAKE+CA,35.9366136,-117.9067408
878,YOUNTVILLE COGEN,3.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,YOUNTVILLE+CA,38.40157809999999,-122.3608105
879,NAPA STATE HOSP.,1.6,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,NAPA+CA,38.2975381,-122.286865
880,CITY OF FAIRFIELD,0.78,OIL/GAS,NATURAL GAS,,OPERATIONAL,FAIRFIELD+CA,38.24935809999999,-122.0399663
881,SOLANO COGEN,2.92,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,FAIRFIELD+CA,38.24935809999999,-122.0399663
882,AMERICAN CANYON,1.7,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,NAPA+CA,38.2975381,-122.286865
883,C & H SUGAR,9.5,OIL/GAS,NATURAL GAS,"STEAM TURBINE, WASTE HEAT",OPERATIONAL,CROCKETT+CA,38.0524208,-122.2130236
884,CROCKETT COGEN,247.4,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,CROCKETT+CA,38.0524208,-122.2130236
885,SAN FRANCISCO REFINERY,49.9,OIL/GAS,NATURAL GAS,,OPERATIONAL,RODEO+CA,38.032977,-122.2669138
886,GWF POWER PLANT NICHOLAS RD.,19.0,COAL,PETROLEUM COKE,STEAM TURBINE,OPERATIONAL,BAY POINT+CA,38.0290872,-121.9616274
887,RHONE-POULENC - STAUFFER CHEMICAL,4.0,OIL/GAS,NATURAL GAS,"GAS TURBINE/HEAT RECOVERY, STEAM",OPERATIONAL,MARTINEZ+CA,38.0193657,-122.1341321
888,GWF POWER SYSTEMS L.P.,19.0,COAL,PETROLEUM COKE,STEAM TURBINE,OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
889,LOS MEDANOS ENERGY CENTER,594.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
890,US STEEL POSCO INDUSTRIES,19.0,COAL,PETROLEUM COKE,STEAM TURBINE,OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
891,MARTINEZ REFINING CO.,100.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBUSTION TURBINE, HEAT RECOVERY",OPERATIONAL,MARTINEZ+CA,38.0193657,-122.1341321
892,CALPINE PITTSBURG,55.7,OIL/GAS,NATURAL GAS,"GAS TURBINE, HYDRO",OPERATIONAL,PITTSBURG+CA,38.0279762,-121.8846806
893,FOSTER-WHEELER MARTINEZ COGEN L.P.,127.46,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MARTINEZ+CA,38.0193657,-122.1341321
894,TOSCO SFAR CARBON,51.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,RODEO+CA,38.032977,-122.2669138
895,MOBILE GT,41.9,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
896,WILBUR WEST,20.5,COAL,PETROLEUM COKE,STEAM TURBINE,OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
897,WILBUR EAST,19.0,COAL,PETROLEUM COKE,STEAM TURBINE,OPERATIONAL,ANTIOCH+CA,38.0049214,-121.805789
898,CHEVRON - CONCORD,3.1,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,CONCORD+CA,37.9779776,-122.0310733
899,CITY OF CONCORD,0.11,OIL/GAS,NATURAL GAS,,OPERATIONAL,CONCORD+CA,37.9779776,-122.0310733
900,BROOKSIDE HOSP.,0.95,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SAN PABLO+CA,37.9621457,-122.3455263
901,NOVE,3.0,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,RICHMOND+CA,37.9357576,-122.3477486
902,PE - BERKELEY INC.,26.35,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,BERKELEY+CA,37.8715926,-122.272747
903,STANFORD ENERGY GROUP,0.12,OIL/GAS,NATURAL GAS,,OPERATIONAL,OAKLAND+CA,37.8043637,-122.2711137
904,EBMUD - OAKLAND,6.6,WTE,MSW,DIGESTER GAS,OPERATIONAL,OAKLAND+CA,37.8043637,-122.2711137
905,SUMMIT MEDICAL COGEN,2.86,OIL/GAS,NATURAL GAS,,OPERATIONAL,OAKLAND+CA,37.8043637,-122.2711137
906,"WINDDRIVEN, INC.",34.7,WIND,WIND,WIND TURBINE,OPERATIONAL,BYRON+CA,37.8671476,-121.6380069
907,ALTAMONT - 01W004,110.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
908,SANTA CLARA (85C),19.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
909,ALTAMONT-  01W018,5.9,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
910,ALTAMONT - 01W035,72.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
911,ALTAMONT - 01W144,367.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
912,ALTAMONT - 01W146A,43.1,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
913,ALTAMONT - 01W146B,30.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
914,ALTAMONT - 01W146C,11.9,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
915,ALTAMONT - 01W146D,15.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
916,ALTAMONT - 06W146A,20.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
917,ALTAMONT - 06W146B,18.5,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
918,ALTAMONT - 06W146C,30.0,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
919,ALTAMONT - 06W146D,1.5,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
920,ALTAMONT - 06W148,65.1,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
921,"ALTAMONT MIDWAY, LTD.",10.9,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
922,ALTAMONT - 16W011,23.8,WIND,WIND,WIND TURBINE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
923,USF,1.5,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN FRANCISCO+CA,37.7749295,-122.4194155
924,ALTAMONT GAS RECOVERY,9.0,WTE,LANDFILL GAS,ACTIVE-FLARE/LFGTE,OPERATIONAL,LIVERMORE+CA,37.6818745,-121.7680088
925,FISHER NURSERY,0.1,OIL/GAS,NATURAL GAS,,OPERATIONAL,RIPON+CA,37.7394537,-121.1354141
926,SEAWEST ENERGY GROUP (B),0.98,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
927,ESI PROJECT,1.3,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
928,FLOWIND PARTNERS 1,8.48,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
929,FLOWIND PARTNERS 2,2.7,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
930,ALTECH,10.5,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
931,VENTURE WIND,2.89,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
932,VIKING 83,1.69,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
933,TAXVEST,12.6,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
934,FLOWIND 3-4,18.96,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
935,FLOWIND 4-4,18.96,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
936,FLOWIND 5-4,18.96,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
937,FLOWIND 6-4,18.99,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
938,PATTERSON PASS,21.84,WIND,WIND,WIND TURBINE,OPERATIONAL,TRACY+CA,37.7396513,-121.4252227
939,RIPON MILL,49.9,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,RIPON+CA,37.7394537,-121.1354141
940,UNITED COGEN  INC.,31.0,OIL/GAS,NATURAL GAS,"GAS TURBINE, STEAM TURBINE",OPERATIONAL,SAN MATEO+CA,37.5629917,-122.3255254
941,SAN JOSE COGEN,6.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN JOSE+CA,37.3393857,-121.8949555
942,BORDEN CHEMICAL,0.2,OIL/GAS,NATURAL GAS,,OPERATIONAL,FREMONT+CA,37.5482697,-121.9885719
943,MARSH RD.,2.0,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,MENLO PARK+CA,37.4529598,-122.1817252
944,NEWBY ISLAND 1,2.0,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,MILPITAS+CA,37.4323341,-121.8995741
945,NEWBY ISLAND 2,3.3,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,MILPITAS+CA,37.4323341,-121.8995741
946,SRI INTERNATIONAL,6.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MENLO PARK+CA,37.4529598,-122.1817252
947,SAN JOSE/SANTA CLARA REGIONAL WASTEWATER FACILITY,3.75,WTE,MSW,LANDFILL GAS,OPERATIONAL,FREMONT+CA,37.5482697,-121.9885719
948,CARDINAL COGEN,52.8,OIL/GAS,NATURAL GAS,"GAS TURBINE, STEAM TURBINE",OPERATIONAL,STANFORD+CA,37.42410599999999,-122.1660756
949,SANTA CLARA,0.9,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SANTA CLARA+CA,37.3541079,-121.9552356
950,AGNEWS,30.5,OIL/GAS,NATURAL GAS,,OPERATIONAL,SAN JOSE+CA,37.3393857,-121.8949555
951,STANISLAUS RESOURCE RECOVERY FACILITY,24.0,WTE,MSW,STEAM TURBINE,OPERATIONAL,CROWS LANDING+CA,37.3937203,-121.0720747
952,SAN JOSE CONVENTION CENTER,1.5,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN JOSE+CA,37.3393857,-121.8949555
953,GUADALUPE,2.6,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,SAN JOSE+CA,37.3393857,-121.8949555
954,SANTA CLARA VALLEY WD,0.8,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,MORGAN HILL+CA,37.1305012,-121.6543901
